marca,modelo,precio,kilometraje,motor,region,año,combustible,transmision
VOLKSWAGEN,GOLF,12.17,104653,1.4,Metropolitana,2018,gasolina,automatico
DS,DS7,17.98,99000,,Valparaíso,2019,gasolina,automatico
LAND ROVER,DISCOVERY,38.89,23000,2.0,Metropolitana,2022,gasolina,
PEUGEOT,2008,9.58,120000,1.5,Valparaíso,2019,diesel,mecanico
KIA,MORNING,4.55,131000,1.2,Valparaíso,2013,gasolina,mecanico
MINI,JOHN,12.18,178000,1.6,Valparaíso,2010,gasolina,mecanico
SUBARU,OUTBACK,2.75,204000,2.5,Valparaíso,2002,gasolina,mecanico
JEEP,GRAND CHEROKEE,13.95,116000,3.6,Valparaíso,2013,gasolina,automatico
JEEP,GRAND CHEROKEE,16.95,151000,3.6,Valparaíso,2015,gasolina,automatico
JEEP,GRAND CHEROKEE,13.95,116000,3.6,Valparaíso,2013,gasolina,automatico
JEEP,GRAND CHEROKEE,16.95,151000,3.6,Valparaíso,2015,gasolina,automatico
FORD,EXPLORER,11.95,146000,,Valparaíso,2014,gasolina,
M. BENZ,C200,6.15,203048,1.8,O’Higgins,2007,gasolina,automatico
PEUGEOT,3008,14.59,73000,1.6,Metropolitana,2017,gasolina,automatico
TOYOTA,PRIUS,9.69,121000,1.5,Biobío,2018,hibrido,automatico
HONDA,CR-V,9.98,117000,2.4,Valparaíso,2015,gasolina,automatico
PEUGEOT,308,12.98,48000,1.2,Valparaíso,2019,gasolina,automatico
KIA,SELTOS,13.98,23000,1.6,Valparaíso,2022,gasolina,
JEEP,GRAND CHEROKEE,38.79,46402,3.6,O’Higgins,2022,gasolina,automatico
VOLKSWAGEN,TIGUAN,21.99,83083,2.0,O’Higgins,2019,gasolina,automatico
BMW,320,17.78,68000,2.0,Valparaíso,2017,gasolina,automatico
JEEP,COMPASS,10.59,65926,2.4,O’Higgins,2015,gasolina,automatico
CHANGAN,HUNTER,19.49,12214,1.9,O’Higgins,2023,diesel,mecanico
CITROEN,C5,14.68,114000,2.0,Valparaíso,2019,diesel,automatico
NISSAN,MURANO,20.99,75000,3.5,Metropolitana,2019,gasolina,automatico
HYUNDAI,CRETA,16.59,21000,2.0,Ñuble,2022,gasolina,mecanico
KIA,SORENTO,19.49,118000,2.2,Metropolitana,2018,diesel,automatico
PEUGEOT,301,6.99,155000,1.6,Metropolitana,2015,diesel,mecanico
TOYOTA,FORTUNER,26.99,15000,2.7,Metropolitana,2022,gasolina,automatico
NISSAN,QASHQAI,9.99,80000,2.0,Metropolitana,2017,gasolina,mecanico
VOLVO,V40,14.19,130000,2.0,Metropolitana,2019,diesel,mecanico
KIA,SPORTAGE,27.5,24000,2.0,Valparaíso,2023,diesel,automatico
JEEP,GRAND CHEROKEE,18.99,125000,3.0,Metropolitana,2016,diesel,automatico
CHERY,GRAND TIGGO,8.99,7000,4.2,Metropolitana,2022,gasolina,mecanico
AUDI,A4,8.19,140000,1.8,Metropolitana,2011,gasolina,automatico
SSANGYONG,STAVIC,16.99,150000,2.2,Metropolitana,2019,diesel,automatico
NISSAN,PATHFINDER,13.58,82000,3.5,Valparaíso,2017,gasolina,automatico
SUBARU,OUTBACK,9.98,230000,2.5,Valparaíso,2015,gasolina,automatico
VOLKSWAGEN,AMAROK,21.0,46500,2.0,Valparaíso,2021,diesel,mecanico
RENAULT,MEGANE,6.58,92700,1.6,Metropolitana,2016,gasolina,mecanico
NISSAN,QASHQAI,8.68,130500,2.0,Metropolitana,2015,gasolina,automatico
NISSAN,QASHQAI,8.98,72112,,Metropolitana,2014,gasolina,automatico
MG,GT,13.58,11200,1.5,Metropolitana,2023,gasolina,automatico
TOYOTA,RAV4,10.98,96000,2.0,Valparaíso,2016,gasolina,mecanico
M. BENZ,VITO,14.98,289900,,Metropolitana,2017,diesel,
M. BENZ,SPRINTER,16.98,374824,,Metropolitana,2014,diesel,mecanico
VOLKSWAGEN,SAVEIRO,7.98,68000,1.6,Metropolitana,2019,gasolina,mecanico
MAZDA,MAZDA2,6.58,62753,1.5,Metropolitana,2015,gasolina,mecanico
JEEP,GRAND CHEROKEE,13.98,166000,3.0,Metropolitana,2013,diesel,automatico
HYUNDAI,ACCENT,8.95,57700,1.4,Metropolitana,2018,gasolina,automatico
HONDA,PILOT,22.98,94000,3.5,Metropolitana,2018,gasolina,automatico
FORD,EXPLORER,14.98,71766,2.0,Metropolitana,2015,gasolina,automatico
SUZUKI,SWIFT,7.98,57565,1.2,Metropolitana,2018,gasolina,mecanico
CHEVROLET,ONIX,13.8,22000,1.0,Coquimbo,2023,gasolina,automatico
JAC,T8,13.3,42000,2.0,Valparaíso,2022,diesel,mecanico
BMW,320I,14.7,90982,2.0,Metropolitana,2016,gasolina,automatico
FORD,TERRITORY,15.69,12000,1.5,Valparaíso,2023,gasolina,automatico
M. BENZ,A45,24.49,112276,2.0,O’Higgins,2014,gasolina,automatico
CHEVROLET,TRACKER,16.29,3123,1.2,Los Lagos,2023,gasolina,automatico
HYUNDAI,SANTA FE,21.0,26000,2.4,Maule,2020,gasolina,automatico
AUDI,A3,12.49,92701,1.4,Los Lagos,2015,gasolina,automatico
KIA,OPTIMA,14.99,35380,2.0,Los Lagos,2018,gasolina,automatico
HYUNDAI,TUCSON,13.99,73373,2.0,Los Lagos,2018,gasolina,automatico
KIA,SOLUTO,9.5,20571,1.4,Los Lagos,2023,gasolina,mecanico
TOYOTA,HILUX,18.98,105637,2.4,Los Lagos,2018,diesel,mecanico
FIAT,STRADA,6.99,103785,1.6,Biobío,2015,gasolina,mecanico
RAM,VAN 700,5.98,80000,1.4,Metropolitana,2020,gasolina,mecanico
TOYOTA,RAV4,4.98,230000,2.4,Metropolitana,2007,gasolina,automatico
SUBARU,IMPREZA,8.48,95000,2.0,Metropolitana,2015,gasolina,automatico
SUZUKI,DZIRE,7.48,96000,1.2,Metropolitana,2020,gasolina,mecanico
KIA,SPORTAGE,7.99,81238,2.0,Biobío,2012,gasolina,mecanico
VOLKSWAGEN,AMAROK,19.99,90000,2.0,Metropolitana,2019,diesel,
VOLVO,XC60,18.99,61000,2.0,Metropolitana,2017,gasolina,automatico
MG,MG5,9.29,33000,1.5,Metropolitana,2021,gasolina,automatico
FORD,FIESTA,8.48,73000,2.0,Metropolitana,2018,gasolina,automatico
JEEP,GRAND CHEROKEE,28.99,25000,3.6,Metropolitana,2020,gasolina,automatico
FIAT,500,7.85,87000,1.4,Metropolitana,2016,gasolina,mecanico
VOLVO,V40,8.99,157340,2.0,Biobío,2016,diesel,mecanico
CUPRA,FORMENTOR,26.38,36000,,Valparaíso,2023,,automatico
PEUGEOT,208,6.99,173970,1.6,Biobío,2014,diesel,mecanico
SUZUKI,VITARA,14.35,50000,1.4,Metropolitana,2019,gasolina,automatico
JEEP,COMPASS,6.99,150890,2.4,Biobío,2012,gasolina,automatico
FORD,RANGER,9.9,384005,3.2,Biobío,2016,diesel,mecanico
FIAT,FULLBACK,9.9,207490,2.4,Biobío,2018,diesel,mecanico
JEEP,PATRIOT,8.99,87150,2.4,Biobío,2015,gasolina,automatico
MAZDA,BT-50,7.99,160715,2.5,Biobío,2011,diesel,mecanico
NISSAN,QASHQAI,7.48,134000,2.0,Metropolitana,2014,gasolina,mecanico
NISSAN,X-TRAIL,6.49,120530,2.5,Biobío,2009,gasolina,automatico
AUDI,A6,16.59,107000,3.0,Metropolitana,2014,diesel,automatico
M. BENZ,C200,18.49,34000,1.8,Metropolitana,2015,gasolina,automatico
JAC,A13,3.42,62000,,Metropolitana,2011,gasolina,mecanico
SANGYONG,NEW REXTON,10.45,130000,,Metropolitana,2013,diesel,mecanico
GREAT WALL,POER,13.775,120000,,Metropolitana,2021,diesel,mecanico
OPEL,INSIGNIA,6.98,150000,2.0,Metropolitana,2012,gasolina,automatico
SSANGYONG,REXTON,11.5,153000,,Metropolitana,2013,diesel,automatico
PEUGEOT,208,10.7,38000,,Valparaíso,2021,gasolina,mecanico
MAZDA,MAZDA6,12.35,90000,2.0,Metropolitana,2016,gasolina,automatico
MAZDA,MAZDA3,6.0,125675,1.6,Maule,2013,gasolina,mecanico
BMW,Z4,27.0,99000,3.0,Metropolitana,2015,gasolina,automatico
SANGYONG,NEW REXTON,10.99,167450,2.0,Biobío,2015,diesel,mecanico
KIA,SORENTO,8.48,95500,2.2,Valparaíso,2010,diesel,automatico
FORD,EDGE,20.99,116785,3.5,Metropolitana,2019,gasolina,automatico
CHEVROLET,AVALANCHE,16.99,118000,5.3,Metropolitana,2013,gasolina,automatico
M. BENZ,GLA,23.99,46600,1.6,Metropolitana,2021,gasolina,automatico
CHEVROLET,SILVERADO,32.99,89000,5.3,Metropolitana,2020,gasolina,automatico
JEEP,CHEROKEE,13.99,85800,3.2,Metropolitana,2014,gasolina,automatico
SUBARU,OUTBACK,12.99,75700,2.5,Metropolitana,2016,gasolina,automatico
JEEP,PATRIOT,8.49,104800,2.4,Metropolitana,2013,gasolina,
VOLVO,XC60,11.99,209420,3.0,Biobío,2014,gasolina,automatico
SKODA,YETI,9.29,140000,1.2,Metropolitana,2016,gasolina,mecanico
MG,GT,5.58,107852,,Metropolitana,2017,gasolina,mecanico
SUZUKI,GRAND VITARA,5.99,179315,1.6,Biobío,2009,gasolina,mecanico
MG,MG3,8.181916,24361,1.5,Metropolitana,2022,gasolina,mecanico
KIA,MORNING,8.717204,9065,1.2,Metropolitana,2023,gasolina,mecanico
NISSAN,VERSA,8.804348,13127,,Metropolitana,2022,gasolina,mecanico
CITROEN,C3,9.909081,75615,1.5,Metropolitana,2020,diesel,mecanico
MG,ZX,10.662405,6248,1.5,Metropolitana,2023,gasolina,mecanico
VOLKSWAGEN,SAVEIRO,10.986433,23878,1.6,Metropolitana,2020,gasolina,mecanico
SUZUKI,BALENO,11.226923,24038,1.4,Metropolitana,2022,gasolina,automatico
MG,ZX,11.287433,30510,1.5,Metropolitana,2023,gasolina,automatico
RENAULT,CLIO,11.55675,6801,1.0,Metropolitana,2022,gasolina,mecanico
OPEL,COMBO,12.852432,61705,1.6,Metropolitana,2022,diesel,mecanico
SUBARU,IMPREZA,13.198433,16396,1.6,Metropolitana,2017,gasolina,automatico
SEAT,IBIZA,13.201795,13373,1.6,Metropolitana,2023,gasolina,automatico
FIAT,PULSE,13.42065,33943,1.0,Metropolitana,2022,gasolina,automatico
VOLKSWAGEN,POLO,13.990568,34513,1.6,Metropolitana,2022,gasolina,automatico
SUBARU,XV,14.85623,82843,2.0,Metropolitana,2016,gasolina,automatico
MAZDA,MAZDA3,15.19942,33320,2.0,Metropolitana,2021,gasolina,mecanico
HYUNDAI,TUCSON,16.48542,20186,2.0,Metropolitana,2019,gasolina,automatico
PEUGEOT,308,16.493456,10304,1.5,Metropolitana,2022,gasolina,mecanico
VOLKSWAGEN,TIGUAN,22.79842,18012,1.4,Metropolitana,2022,gasolina,automatico
CITROEN,C5,16.65892,38367,1.5,Metropolitana,2021,diesel,mecanico
KIA,CERATO,16.8164,5431,1.6,Metropolitana,2022,gasolina,mecanico
MAZDA,CX-3,16.94042,35383,2.0,Metropolitana,2021,gasolina,automatico
OPEL,CORSA,16.987225,199,1.2,Metropolitana,2024,gasolina,automatico
MINI,COOPER,19.0855,58032,1.5,Metropolitana,2020,gasolina,mecanico
VOLKSWAGEN,TIGUAN,20.99042,74414,2.0,Metropolitana,2019,gasolina,automatico
MAXUS,T60,23.19075,315,,Metropolitana,2023,diesel,automatico
MINI,COOPER,23.89542,23330,2.0,Metropolitana,2019,gasolina,automatico
FORD,EXPLORER,24.590561,33278,3.5,Metropolitana,2020,gasolina,automatico
BMW,X1,29.90242,19785,,Metropolitana,2021,gasolina,automatico
CHEVROLET,SILVERADO,36.390433,43913,5.3,Metropolitana,2021,gasolina,automatico
JEEP,GRAND CHEROKEE,38.49042,38521,3.6,Metropolitana,2021,gasolina,automatico
CHEVROLET,COLORADO,18.99,102900,2.8,Biobío,2020,diesel,automatico
VOLVO,V40,16.99,58000,2.0,Metropolitana,2020,gasolina,automatico
FORD,FOCUS,7.78,68312,,Metropolitana,2018,gasolina,mecanico
CHEVROLET,CAPTIVA,10.99,38960,1.5,Biobío,2021,gasolina,mecanico
BMW,318,17.98,59300,1.5,Metropolitana,2018,gasolina,automatico
CHEVROLET,CAPTIVA,11.49,166600,2.2,Metropolitana,2018,diesel,
SUBARU,FORESTER,10.99,132190,2.0,Biobío,2016,diesel,automatico
RENAULT,KOLEOS,20.5,25000,2.5,O’Higgins,2021,gasolina,automatico
CHERY,GRAND TIGGO,6.49,46000,2.0,Metropolitana,2017,gasolina,mecanico
FORD,ECOSPORT,6.99,143000,,Metropolitana,2015,gasolina,mecanico
KIA,SPORTAGE,12.49,83000,,Metropolitana,2019,gasolina,mecanico
SSANGYONG,GRAND MUSSO,14.99,90000,2.2,Metropolitana,2019,diesel,mecanico
SUZUKI,CELERIO,6.49,112000,1.0,Metropolitana,2019,gasolina,mecanico
TOYOTA,PRIUS,11.99,47000,1.8,Metropolitana,2018,hibrido,automatico
CHEVROLET,ONIX,10.49,50000,1.0,Metropolitana,2021,gasolina,mecanico
CHEVROLET,D-MAX,7.49,180000,3.0,Metropolitana,2008,diesel,mecanico
SUZUKI,GRAND VITARA,6.49,199000,1.6,Metropolitana,2010,gasolina,mecanico
MG,ZS,8.99,40000,1.5,Metropolitana,2021,gasolina,mecanico
NISSAN,VERSA,7.29,45000,,Metropolitana,2019,gasolina,mecanico
SSANGYONG,STAVIC,12.99,110000,2.2,Metropolitana,2018,diesel,mecanico
KIA,CERATO,5.49,110000,,Metropolitana,2012,gasolina,mecanico
NISSAN,ALTIMA,8.99,115000,3.5,Metropolitana,2013,gasolina,automatico
CITROEN,C3,7.99,126000,1.6,Metropolitana,2015,diesel,mecanico
HYUNDAI,ACCENT,7.99,90000,,Metropolitana,2018,gasolina,mecanico
M. BENZ,GLA,20.99,104000,2.1,Metropolitana,2018,diesel,automatico
MAXUS,T60,9.99,86060,2.8,Biobío,2021,diesel,mecanico
PEUGEOT,5008,11.99,56000,2.0,Metropolitana,2015,diesel,automatico
CHEVROLET,CAVALIER,7.99,35000,1.5,Metropolitana,2019,gasolina,mecanico
CHERY,ARRIZO 3,6.49,93000,1.5,Metropolitana,2017,gasolina,mecanico
NISSAN,VERSA,7.29,120000,1.6,Metropolitana,2019,gasolina,mecanico
M. BENZ,C200,11.99,145730,2.0,Biobío,2012,gasolina,automatico
CHEVROLET,ONIX,6.49,99000,,Metropolitana,2019,gasolina,mecanico
CHEVROLET,ONIX,8.99,43000,1.0,Metropolitana,2021,gasolina,mecanico
FORD,TERRITORY,15.19,26500,1.5,Metropolitana,2022,gasolina,automatico
PEUGEOT,5008,16.99,90000,1.6,Metropolitana,2018,diesel,automatico
FORD,EXPLORER,19.49,95000,2.3,Metropolitana,2018,gasolina,automatico
AUDI,A6,10.79,145000,2.0,Metropolitana,2012,gasolina,automatico
CITROEN,C5,24.99,18000,1.5,Metropolitana,2023,diesel,automatico
M. BENZ,A250,25.0,44000,,Antofagasta,2019,gasolina,automatico
CHEVROLET,ONIX,11.5,51500,1.0,Metropolitana,2022,gasolina,automatico
SUZUKI,DZIRE,8.0,24000,1.2,Metropolitana,2019,gasolina,mecanico
GREAT WALL,DEER,2.78,250000,2.2,Metropolitana,2008,gasolina,mecanico
CHEVROLET,COLORADO,25.99,49050,2.8,Biobío,2022,diesel,automatico
CHEVROLET,D-MAX,7.49,180000,3.0,Metropolitana,2008,diesel,mecanico
SUZUKI,GRAND VITARA,6.49,199000,1.6,Metropolitana,2010,gasolina,mecanico
MG,ZS,8.99,40000,1.5,Metropolitana,2021,gasolina,mecanico
NISSAN,VERSA,7.29,45000,,Metropolitana,2019,gasolina,mecanico
SSANGYONG,STAVIC,12.99,110000,2.2,Metropolitana,2018,diesel,mecanico
KIA,CERATO,5.49,110000,,Metropolitana,2012,gasolina,mecanico
NISSAN,ALTIMA,8.99,115000,3.5,Metropolitana,2013,gasolina,automatico
CITROEN,C3,7.99,126000,1.6,Metropolitana,2015,diesel,mecanico
HYUNDAI,ACCENT,7.99,90000,,Metropolitana,2018,gasolina,mecanico
PEUGEOT,5008,11.99,56000,2.0,Metropolitana,2015,diesel,automatico
CHEVROLET,CAVALIER,7.99,35000,1.5,Metropolitana,2019,gasolina,mecanico
CHERY,ARRIZO 3,6.49,93000,1.5,Metropolitana,2017,gasolina,mecanico
NISSAN,VERSA,7.29,120000,1.6,Metropolitana,2019,gasolina,mecanico
CHEVROLET,ONIX,6.49,99000,,Metropolitana,2019,gasolina,mecanico
CHEVROLET,ONIX,8.99,43000,1.0,Metropolitana,2021,gasolina,mecanico
FORD,TERRITORY,15.19,26500,1.5,Metropolitana,2022,gasolina,automatico
CITROEN,C5,24.99,18000,1.5,Metropolitana,2023,diesel,automatico
M. BENZ,A250,25.0,44000,,Antofagasta,2019,gasolina,automatico
SUZUKI,DZIRE,8.0,24000,1.2,Metropolitana,2019,gasolina,mecanico
GREAT WALL,DEER,2.78,250000,2.2,Metropolitana,2008,gasolina,mecanico
